Date,Open,High,Low,Close,Adj Close,Volume
2010-12-31,51.78416442871094,52.27967071533203,51.70793151855469,51.91375732421875,35.663597106933594,6363892
2011-01-03,52.42451095581055,52.45500183105469,51.8375244140625,52.02048110961914,35.73691940307617,9714599
2011-01-04,52.30253982543945,52.30253982543945,51.15143966674805,51.74604797363281,35.54839324951172,12524193
2011-01-05,51.56309127807617,51.66981506347656,51.27341079711914,51.494483947753906,35.37556838989258,12431712
2011-01-06,51.608829498291016,51.685062408447266,50.8541374206543,51.05234146118164,35.07183074951172,10508889
2011-01-07,51.16668701171875,51.4792366027832,50.77790451049805,51.15906524658203,35.1451416015625,7742453
2011-01-10,50.869384765625,51.15143966674805,50.69404983520508,50.98373031616211,35.02469253540039,6269180
2011-01-11,51.50973129272461,52.02048110961914,51.38013458251953,51.96712112426758,35.70026779174805,9711320
2011-01-12,52.31778335571289,52.592220306396484,52.058597564697266,52.363525390625,35.97258758544922,6918517
2011-01-13,52.11958312988281,52.363525390625,51.03709411621094,51.27341079711914,35.223697662353516,14240410
2011-01-14,51.288658142089844,51.70793151855469,50.907501220703125,51.62407684326172,35.464595794677734,9679443
2011-01-18,51.77654266357422,52.09671401977539,51.54022216796875,51.90613555908203,35.658363342285156,7984216
2011-01-19,52.05097579956055,52.058597564697266,51.26578903198242,51.662193298339844,35.490787506103516,7305758
2011-01-20,51.45636749267578,51.51735305786133,50.70929718017578,51.235294342041016,35.19751739501953,11582721
2011-01-21,51.74604797363281,51.81465530395508,51.0904541015625,51.578338623046875,35.433162689208984,12130000
2011-01-24,51.654571533203125,52.028106689453125,51.31915283203125,51.91375732421875,35.663597106933594,12675836
2011-01-25,51.81465530395508,51.91375732421875,50.823646545410156,51.44112014770508,35.33891677856445,11129497
2011-01-26,51.868019104003906,53.21731948852539,51.51735305786133,52.79042053222656,36.26584243774414,14982490
2011-01-27,52.912391662597656,53.14870834350586,52.46262741088867,52.89714431762695,36.339168548583984,13330551
2011-01-28,53.14870834350586,54.5894889831543,53.102970123291016,53.78905487060547,36.95188522338867,23741449
2011-01-31,54.34554672241211,54.68859100341797,53.743316650390625,54.47513961791992,37.423213958740234,20863773
2011-02-01,54.597110748291016,54.89441680908203,54.52088165283203,54.66572189331055,37.554134368896484,15245635
2011-02-02,54.61235809326172,55.38229751586914,54.42940139770508,54.970645904541016,37.76362609863281,9492251
2011-02-03,54.98589324951172,54.98589324951172,54.223575592041016,54.90966033935547,37.72172927856445,13144408
2011-02-04,54.90203857421875,55.077369689941406,54.34554672241211,54.63522720336914,37.5331916809082,13540963
2011-02-07,54.66572189331055,55.30606460571289,54.66572189331055,55.10786437988281,37.85789108276367,12774745
2011-02-08,55.077369689941406,55.14598083496094,54.61235809326172,54.88679122924805,37.70601272583008,6220382
2011-02-09,54.673343658447266,54.69621276855469,53.64421463012695,53.86528778076172,37.00425720214844,11847834
2011-02-10,53.438392639160156,53.7052001953125,53.20969772338867,53.42314529418945,36.70050811767578,14924771
